employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor,phoneNum
Evan Bevis Colon,EBC0071,Evan.Bevis.Colon@dtaa.com,ChiefEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Flynn Timothy Tanner,13055647078
Britanney Maile Wallace,BMW0898,Britanney.Maile.Wallace@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13066219750
Rama Lesley Mcclain,RLM0528,Rama.Lesley.Mcclain@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Chava Ursa Dotson,13098388093
Mikayla Sacha Figueroa,MSF0206,Mikayla.Sacha.Figueroa@dtaa.com,SecurityGuard,1,Adminstration,Security,BuildingSecurity,Edward Benjamin Buck,13008412379
Vladimir Dale Tyson,VDT0838,Vladimir.Dale.Tyson@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13018854235
Drake Ivan Mejia,DIM0254,Drake.Ivan.Mejia@dtaa.com,MaterialsEngineer,1,ResearchAndEngineering,Engineering,MaterialsEngineering,Anastasia Ava Curry,13033962362
Idona Amela Frederick,IAF0204,Idona.Amela.Frederick@dtaa.com,SecurityGuard,1,Adminstration,Security,BuildingSecurity,Edward Benjamin Buck,13056488057
Benjamin Gannon Rodriquez,BGR0068,Benjamin.Gannon.Rodriquez@dtaa.com,ChiefEngineer,1,ResearchAndEngineering,Engineering,MechanicalEngineering,Flynn Timothy Tanner,13024217941
Stephanie Farrah Moreno,SFM0991,Stephanie.Farrah.Moreno@dtaa.com,Statistician,1,SalesAndMarketing,MarketAnalysis,,Josephine Sylvia Parsons,13004088385
Ferris Thomas Vargas,FTV0941,Ferris.Thomas.Vargas@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13024116528
Kylan Pamela Barry,KPB0549,Kylan.Pamela.Barry@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13019029216
Yuri Kylan Weaver,YKW0319,Yuri.Kylan.Weaver@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13040454588
Zachery Ashton Stewart,ZAS0669,Zachery.Ashton.Stewart@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13031990416
Casey Adena Butler,CAB0705,Casey.Adena.Butler@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13000772648
Denise Lacy Harmon,DLH0806,Denise.Lacy.Harmon@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13049512705
Zia Shoshana Pitts,ZSP0972,Zia.Shoshana.Pitts@dtaa.com,MechanicalEngineer,1,Manufacturing,ManufacturingEngineering,,Ann Hannah Dickerson,13072159749
Zeph Ezekiel Richards,ZER0363,Zeph.Ezekiel.Richards@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Odysseus Finn Shepherd,13062945455
Curran Nolan Carney,CNC0691,Curran.Nolan.Carney@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13033842685
Raymond Tucker Holt,RTH0985,Raymond.Tucker.Holt@dtaa.com,Accountant,1,Finance,Payroll,,Fay Tatum Pierce,13055180307
Sloane Zachery Griffin,SZG0295,Sloane.Zachery.Griffin@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13053560339
Illiana Raven Conner,IRC0741,Illiana.Raven.Conner@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13016436371
Nicole Uma Guthrie,NUG0614,Nicole.Uma.Guthrie@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13034029630
John Robert Blankenship,JRB0942,John.Robert.Blankenship@dtaa.com,HumanResourceSpecialist,1,Adminstration,Personnel,,Benjamin Griffin Mclaughlin,13067858217
James Ivor Bowen,JIB0860,James.Ivor.Bowen@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13009319870
Kelly Elton Porter,KEP0423,Kelly.Elton.Porter@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13058009535
Kirk Xanthus Fleming,KXF0634,Kirk.Xanthus.Fleming@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Quon Rana Flynn,13025213001
Vladimir Uriel Barker,VUB0709,Vladimir.Uriel.Barker@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13028404474
Lev Colby Pope,LCP0957,Lev.Colby.Pope@dtaa.com,NursePractitioner,1,Adminstration,Medical,,Christen Portia Solis,13052090452
Daquan Wing Gutierrez,DWG0209,Daquan.Wing.Gutierrez@dtaa.com,ITAdmin,1,Adminstration,Security,ElectronicSecurity,Jaquelyn Yoshi Mckinney,13025095375
Gillian Brenna Conley,GBC0129,Gillian.Brenna.Conley@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13011054170
Desiree Claudia Booth,DCB0109,Desiree.Claudia.Booth@dtaa.com,Manager,1,Manufacturing,IndustrialEngineering,,Azalia Inez Benton,13084528251
Jorden Maris Clemons,JMC0198,Jorden.Maris.Clemons@dtaa.com,Engineer,1,PurchasingAndContracts,Contracts,,Maia Paloma Long,13042971832
Kitra Montana Henderson,KMH0400,Kitra.Montana.Henderson@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Edan Quinn Randolph,13081465669
Melodie Chastity Horne,MCH0731,Melodie.Chastity.Horne@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13086287660
Avye Sharon Jacobs,ASJ0958,Avye.Sharon.Jacobs@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,,Vaughan Emery Paul,13048437906
Colin Orson Finley,COF0905,Colin.Orson.Finley@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13078899043
Edward Joshua Mccarthy,EJM0433,Edward.Joshua.Mccarthy@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13074963361
Allen Garrison Wright,AGW0029,Allen.Garrison.Wright@dtaa.com,NursePractitioner,1,Adminstration,Medical,,Christen Portia Solis,13096650374
Rhea Lacey Harmon,RLH0164,Rhea.Lacey.Harmon@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13018157522
Keegan Ashton Cervantes,KAC0245,Keegan.Ashton.Cervantes@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,ElectricalEngineering,Jolene Martha Blake,13074803549
Mufutau Kadeem Dickson,MKD0471,Mufutau.Kadeem.Dickson@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13078947426
Price Abel Morrison,PAM0615,Price.Abel.Morrison@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13073771305
Keaton Avram Whitley,KAW0462,Keaton.Avram.Whitley@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13053790555
Dara Alice Raymond,DAR0984,Dara.Alice.Raymond@dtaa.com,Accountant,1,Finance,Payroll,,Fay Tatum Pierce,13087670497
Troy Michael Little,TML0765,Troy.Michael.Little@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Emmanuel Casey Wiggins,13048611537
Barry Driscoll Anthony,BDA0994,Barry.Driscoll.Anthony@dtaa.com,PurchasingClerk,1,PurchasingAndContracts,Purchasing,,Jayme Adrienne Jarvis,13041373342
Rowan Yael Leon,RYL0347,Rowan.Yael.Leon@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Haviva Jada Molina,13024766420
Nichole Nadine Garner,NNG0367,Nichole.Nadine.Garner@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Odysseus Finn Shepherd,13086842606
Kennan Thane Chavez,KTC0053,Kennan.Thane.Chavez@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Evelyn Xena Santana,13072446599
Laith Griffith Livingston,LGL0964,Laith.Griffith.Livingston@dtaa.com,ElectricalEngineer,1,Manufacturing,ManufacturingEngineering,,Ann Hannah Dickerson,13007773886
Cameran Cally Rodriquez,CCR0823,Cameran.Cally.Rodriquez@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13028362048
Oleg Marvin Alvarez,OMA0668,Oleg.Marvin.Alvarez@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13067987865
Whitney Melissa Harrington,WMH0866,Whitney.Melissa.Harrington@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13028423532
Quentin Clinton Thomas,QCT0226,Quentin.Clinton.Thomas@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Carl Scott Hooper,13063364053
Odessa Mollie Sawyer,OMS0131,Odessa.Mollie.Sawyer@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13099155188
Sigourney Erin Gilbert,SEG0805,Sigourney.Erin.Gilbert@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13006496186
Castor Chaim Combs,CCC0632,Castor.Chaim.Combs@dtaa.com,Manager,1,SalesAndMarketing,Sales,RegionalSales,Perry Reese Morton,13097051098
Geoffrey Hamish Wise,GHW0944,Geoffrey.Hamish.Wise@dtaa.com,HumanResourceSpecialist,1,Adminstration,Personnel,,Benjamin Griffin Mclaughlin,13085622325
Sylvester Sawyer Bennett,SSB0779,Sylvester.Sawyer.Bennett@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,India Karina Todd,13092945678
John Griffith Frost,JGF0556,John.Griffith.Frost@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13061380052
Kiara Astra Small,KAS0887,Kiara.Astra.Small@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Kasper Thomas Shelton,13054499936
Deirdre Hayley Stein,DHS0151,Deirdre.Hayley.Stein@dtaa.com,AdministrativeAssistant,1,SalesAndMarketing,,,Jerome Alec Wallace,13023752212
Chadwick Sebastian Mcclain,CSM0809,Chadwick.Sebastian.Mcclain@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13080283164
Nicholas Bert Pittman,NBP0030,Nicholas.Bert.Pittman@dtaa.com,AdministrativeAssistant,1,Adminstration,Security,,Rudyard Talon Hickman,13041679770
Chancellor Solomon Gray,CSG0640,Chancellor.Solomon.Gray@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Quon Rana Flynn,13011447752
Karen Carolyn Langley,KCL0381,Karen.Carolyn.Langley@dtaa.com,SystemsEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Grady Calvin Morin,13066562411
Lilah Hermione Parrish,LHP0799,Lilah.Hermione.Parrish@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13094093612
Ahmed Quinlan Melton,AQM0699,Ahmed.Quinlan.Melton@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13031077289
Helen Brooke Buchanan,HBB0719,Helen.Brooke.Buchanan@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13048467868
Amela Libby Bird,ALB0033,Amela.Libby.Bird@dtaa.com,SecurityGuard,1,Adminstration,Security,BuildingSecurity,Edward Benjamin Buck,13045993510
Anika Judith Valentine,AJV0013,Anika.Judith.Valentine@dtaa.com,Director,1,Adminstration,Safety,,Janna Aretha Woodward,13010017752
Kevyn Frances Brennan,KFB0590,Kevyn.Frances.Brennan@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13097920746
Carson Caesar Olson,CCO0065,Carson.Caesar.Olson@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Carl Scott Hooper,13070566576
Austin Stewart Mccarthy,ASM0229,Austin.Stewart.Mccarthy@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,Carl Scott Hooper,13057410529
Shellie Medge Jefferson,SMJ0486,Shellie.Medge.Jefferson@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13021741769
William Vernon Booth,WVB0343,William.Vernon.Booth@dtaa.com,FieldServiceEngineer,1,SalesAndMarketing,FieldService,RegionalFieldService,Glenna Leah Holman,13071046674
Abraham Perry Reyes,APR0631,Abraham.Perry.Reyes@dtaa.com,AssemblySupervisor,1,Manufacturing,Assembly,AssemblyDept,Gisela Jeanette Watkins,13084873835
Hall Curran Hood,HCH0203,Hall.Curran.Hood@dtaa.com,SecurityGuard,1,Adminstration,Security,BuildingSecurity,Edward Benjamin Buck,13067134090
Ashely Violet Joyner,AVJ0078,Ashely.Violet.Joyner@dtaa.com,AdministrativeAssistant,1,ResearchAndEngineering,Engineering,ElectricalEngineering,Jolene Martha Blake,13072266169
Russell Sawyer Russell,RSR0867,Russell.Sawyer.Russell@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13067370178
Destiny Hadassah Mcclain,DHM0353,Destiny.Hadassah.Mcclain@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Haviva Jada Molina,13043649384
Odessa Hayley Quinn,OHQ0406,Odessa.Hayley.Quinn@dtaa.com,TestEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Edan Quinn Randolph,13056152727
Savannah Audrey Keller,SAK0517,Savannah.Audrey.Keller@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Yeo Xyla Garner,13096089083
Nelle Hadley Walker,NHW0572,Nelle.Hadley.Walker@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13082586966
Hanae Rhiannon Lindsey,HRL0797,Hanae.Rhiannon.Lindsey@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13097596103
Arden Wayne Riley,AWR0559,Arden.Wayne.Riley@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13079499311
Veronica Alexa David,VAD0688,Veronica.Alexa.David@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13072259584
Anastasia Tamekah Gaines,ATG0636,Anastasia.Tamekah.Gaines@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Quon Rana Flynn,13010168403
Alfreda Aline Sweeney,AAS0850,Alfreda.Aline.Sweeney@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13079382844
Patricia Tashya Moran,PTM0966,Patricia.Tashya.Moran@dtaa.com,MechanicalEngineer,1,Manufacturing,ManufacturingEngineering,,Ann Hannah Dickerson,13053343202
Noah Perry Bolton,NPB0217,Noah.Perry.Bolton@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Evelyn Xena Santana,13036160994
Nadine Anjolie Gregory,NAG0123,Nadine.Anjolie.Gregory@dtaa.com,AssemblySupervisor,1,Manufacturing,Assembly,AssemblyDept,Gisela Jeanette Watkins,13010709902
Keane Gary Russo,KGR0690,Keane.Gary.Russo@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13076194513
Josephine Sylvia Parsons,JSP0152,Josephine.Sylvia.Parsons@dtaa.com,Director,1,SalesAndMarketing,MarketAnalysis,,Jerome Alec Wallace,13058908268
David Victor Valencia,DVV0933,David.Victor.Valencia@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13007700252
Anthony Bruce Graham,ABG0865,Anthony.Bruce.Graham@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13017284749
Tara Elizabeth Chen,TEC0586,Tara.Elizabeth.Chen@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13041700895
Dennis Carson Mendoza,DCM0757,Dennis.Carson.Mendoza@dtaa.com,Manager,1,SalesAndMarketing,Sales,RegionalSales,Perry Reese Morton,13046102265
Callum Gray Farley,CGF0635,Callum.Gray.Farley@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Quon Rana Flynn,13010447368
Blossom Lisandra Boyer,BLB0583,Blossom.Lisandra.Boyer@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13014485578
Jasper Lamar Spence,JLS0448,Jasper.Lamar.Spence@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13098888759
Prescott Anthony Whitley,PAW0040,Prescott.Anthony.Whitley@dtaa.com,ITAdmin,1,Adminstration,Security,ElectronicSecurity,Jaquelyn Yoshi Mckinney,13026997874
Barclay Levi Mckenzie,BLM0868,Barclay.Levi.Mckenzie@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13024300295
Tanek Zeph Dorsey,TZD0878,Tanek.Zeph.Dorsey@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13030452469
Julian Ulysses Davidson,JUD0798,Julian.Ulysses.Davidson@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13001197881
Chancellor Cody Douglas,CCD0463,Chancellor.Cody.Douglas@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13041453929
Benjamin Keith Miranda,BKM0084,Benjamin.Keith.Miranda@dtaa.com,MaterialsEngineer,1,ResearchAndEngineering,Engineering,MaterialsEngineering,Anastasia Ava Curry,13016911971
Ryder Ivan Bowers,RIB0011,Ryder.Ivan.Bowers@dtaa.com,Director,1,Adminstration,EmployeeRelations,,Janna Aretha Woodward,13016225188
Tucker Kenneth Weeks,TKW0289,Tucker.Kenneth.Weeks@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13093887413
Simone Holly Pratt,SHP0861,Simone.Holly.Pratt@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13091262150
Ann Hannah Dickerson,AHD0110,Ann.Hannah.Dickerson@dtaa.com,Manager,1,Manufacturing,ManufacturingEngineering,,Azalia Inez Benton,13072108508
Miriam Autumn Acevedo,MAA0364,Miriam.Autumn.Acevedo@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Odysseus Finn Shepherd,13039710666
Libby Bell Willis,LBW0600,Libby.Bell.Willis@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13070045506
Ginger Geraldine Petty,GGP0764,Ginger.Geraldine.Petty@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Emmanuel Casey Wiggins,13028352490
Phoebe Orla Holloway,POH0119,Phoebe.Orla.Holloway@dtaa.com,ElectricalEngineer,1,Manufacturing,ManufacturingEngineering,,Ann Hannah Dickerson,13045833824
Ryder Benjamin Salas,RBS0466,Ryder.Benjamin.Salas@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13031056043
Xena Roary Goodman,XRG0760,Xena.Roary.Goodman@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Emmanuel Casey Wiggins,13032108632
Merrill Samuel Koch,MSK0921,Merrill.Samuel.Koch@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13076215535
Flynn Timothy Tanner,FTT0044,Flynn.Timothy.Tanner@dtaa.com,Director,1,ResearchAndEngineering,Engineering,,Clementine April Juarez,13071156437
Carter Demetrius Payne,CDP0582,Carter.Demetrius.Payne@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13016372713
Nicole Roary Roberts,NRR0945,Nicole.Roary.Roberts@dtaa.com,HumanResourceSpecialist,1,Adminstration,Personnel,,Benjamin Griffin Mclaughlin,13056981941
Hector Davis Ellison,HDE0756,Hector.Davis.Ellison@dtaa.com,AssemblySupervisor,1,Manufacturing,Assembly,AssemblyDept,Gisela Jeanette Watkins,13072166902
Jennifer Yetta Gibbs,JYG0912,Jennifer.Yetta.Gibbs@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13024098199
Dahlia Alma Alvarado,DAA0286,Dahlia.Alma.Alvarado@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13087156415
Sloane Martha Mcleod,SMM0923,Sloane.Martha.Mcleod@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13032703113
Burke Rigel Strong,BRS0849,Burke.Rigel.Strong@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13014820338
Kitra MacKensie Dillon,KMD0580,Kitra.MacKensie.Dillon@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13059105197
Ivana Octavia Terrell,IOT0332,Ivana.Octavia.Terrell@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13093344585
Audrey Shea Joyce,ASJ0543,Audrey.Shea.Joyce@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13065103585
Martin Jonathan Martin,MJM0080,Martin.Jonathan.Martin@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,ElectricalEngineering,Jolene Martha Blake,13073760476
Daquan Kevin Berg,DKB0356,Daquan.Kevin.Berg@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Haviva Jada Molina,13098104918
Martina Christine Petersen,MCP0926,Martina.Christine.Petersen@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13004824781
Dante David Mcgee,DDM0776,Dante.David.Mcgee@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,India Karina Todd,13014449921
Neville Stephen Abbott,NSA0967,Neville.Stephen.Abbott@dtaa.com,ElectricalEngineer,1,Manufacturing,ManufacturingEngineering,,Ann Hannah Dickerson,13006849379
Ria Hiroko Barnes,RHB0200,Ria.Hiroko.Barnes@dtaa.com,SecurityGuard,1,Adminstration,Security,BuildingSecurity,Edward Benjamin Buck,13003390634
Nicolas Gavin Farrell,NGF0599,Nicolas.Gavin.Farrell@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13008473083
James Demetrius Jacobson,JDJ0017,James.Demetrius.Jacobson@dtaa.com,HumanResourceSpecialist,1,Adminstration,Personnel,,Benjamin Griffin Mclaughlin,13096722506
Ali Cullen Perry,ACP0847,Ali.Cullen.Perry@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13058465913
Grady Calvin Morin,GCM0339,Grady.Calvin.Morin@dtaa.com,ChiefEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Flynn Timothy Tanner,13051881574
Willow Winifred Mcgowan,WWM0523,Willow.Winifred.Mcgowan@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Yeo Xyla Garner,13037775118
Octavius Evan Henderson,OEH0380,Octavius.Evan.Henderson@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Grady Calvin Morin,13070879720
Rose Nadine Ayers,RNA0266,Rose.Nadine.Ayers@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13067019667
Kane Julian Burgess,KJB0503,Kane.Julian.Burgess@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13017474512
Stella Ursula Velasquez,SUV0051,Stella.Ursula.Velasquez@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Evelyn Xena Santana,13016434798
Lynn Illiana Osborn,LIO0759,Lynn.Illiana.Osborn@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Emmanuel Casey Wiggins,13035916127
Armand Norman Oconnor,ANO0020,Armand.Norman.Oconnor@dtaa.com,HumanResourceSpecialist,1,Adminstration,Personnel,,Benjamin Griffin Mclaughlin,13044968407
John Leroy Whitehead,JLW0437,John.Leroy.Whitehead@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13096639085
Kendall Lynn Hatfield,KLH0708,Kendall.Lynn.Hatfield@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13031781459
Iris Yeo Frye,IYF0269,Iris.Yeo.Frye@dtaa.com,Technician,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Melissa Ruby Knight,13097225682
Joelle Eleanor Best,JEB0076,Joelle.Eleanor.Best@dtaa.com,MechanicalEngineer,1,ResearchAndEngineering,Engineering,MechanicalEngineering,Benjamin Gannon Rodriquez,13014556021
Wade Castor Cabrera,WCC0009,Wade.Castor.Cabrera@dtaa.com,AdministrativeAssistant,1,Adminstration,,,Janna Aretha Woodward,13016293790
Cheyenne Dominique Terrell,CDT0311,Cheyenne.Dominique.Terrell@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13045116601
Beverly Cheryl Sweet,BCS0314,Beverly.Cheryl.Sweet@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13040198010
Denise Serina Le,DSL0441,Denise.Serina.Le@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13047722182
Darius Eagan Ingram,DEI0246,Darius.Eagan.Ingram@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,ElectricalEngineering,Jolene Martha Blake,13020241500
Zephr Leslie Wilder,ZLW0169,Zephr.Leslie.Wilder@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13076567910
Darius Colt Bowen,DCB0606,Darius.Colt.Bowen@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13080379453
Hammett Keegan Powell,HKP0055,Hammett.Keegan.Powell@dtaa.com,AdministrativeAssistant,1,ResearchAndEngineering,SoftwareManagement,,Vaughan Emery Paul,13055017410
Fritz Buckminster Patton,FBP0522,Fritz.Buckminster.Patton@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Yeo Xyla Garner,13021610565
Barclay Lamar Mclaughlin,BLM0712,Barclay.Lamar.Mclaughlin@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13066675045
Nasim Amir Jackson,NAJ0777,Nasim.Amir.Jackson@dtaa.com,ComputerScientist,1,ResearchAndEngineering,SoftwareManagement,Software,India Karina Todd,13064006603
